prb_id,probe_src,dst_addr,hop,hop_from,hop_to,rtt
100618,178.65.227.24,1.1.1.1,11,193.90.113.18,193.75.2.49,32.061
100618,178.65.227.24,1.1.1.1,12,193.75.2.49,192.168.2.1,36.082
100618,178.65.227.24,1.1.1.1,13,192.168.2.1,193.75.2.49,43.065
100618,178.65.227.24,1.1.1.1,14,193.75.2.49,1.1.1.1,116.878
1455182,214.173.225.241,8.8.8.8,1,214.173.225.241,10.129.62.151,38.814
1455182,214.173.225.241,8.8.8.8,2,10.129.62.151,10.46.123.86,42.011
1455182,214.173.225.241,8.8.8.8,3,10.46.123.86,194.149.162.248,49.018
1455182,214.173.225.241,8.8.8.8,4,194.149.162.248,49.228.5.78,54.145
1455182,214.173.225.241,8.8.8.8,5,49.228.5.78,10.159.252.71,51.613
1455182,214.173.225.241,8.8.8.8,6,10.159.252.71,10.7.67.254,10.316
1455182,214.173.225.241,8.8.8.8,7,10.7.67.254,49.228.5.78,21.234
1455182,214.173.225.241,8.8.8.8,8,49.228.5.78,10.186.174.97,54.093
1455182,214.173.225.241,8.8.8.8,9,10.186.174.97,195.0.240.164,38.041
1455182,214.173.225.241,8.8.8.8,10,195.0.240.164,192.168.3.1,30.24
1455182,214.173.225.241,8.8.8.8,11,192.168.3.1,8.8.8.8,139.295
909803,119.194.246.242,142.250.191.46,1,119.194.246.242,49.231.119.167,49.739
909803,119.194.246.242,142.250.191.46,2,49.231.119.167,192.168.3.1,10.306
909803,119.194.246.242,142.250.191.46,3,192.168.3.1,10.101.15.194,20.712
909803,119.194.246.242,142.250.191.46,4,10.101.15.194,49.228.5.64,35.41
909803,119.194.246.242,142.250.191.46,5,49.228.5.64,195.0.240.164,9.757
909803,119.194.246.242,142.250.191.46,6,195.0.240.164,10.100.99.1,32.519
909803,119.194.246.242,142.250.191.46,7,10.100.99.1,62.115.112.84,43.815
909803,119.194.246.242,142.250.191.46,8,62.115.112.84,10.181.224.1,44.222
909803,119.194.246.242,142.250.191.46,9,10.181.224.1,192.168.3.1,20.252
909803,119.194.246.242,142.250.191.46,10,192.168.3.1,142.250.191.46,35.532
1822258,204.162.225.111,20.157.222.42,1,204.162.225.111,10.62.225.153,39.108
1822258,204.162.225.111,20.157.222.42,2,10.62.225.153,10.125.87.77,46.038
1822258,204.162.225.111,20.157.222.42,3,10.125.87.77,212.27.35.12,5.708
1822258,204.162.225.111,20.157.222.42,4,212.27.35.12,20.157.222.42,149.355
1749407,85.1.111.104,192.203.230.10,1,85.1.111.104,212.27.35.12,13.612
1749407,85.1.111.104,192.203.230.10,2,212.27.35.12,192.168.2.1,48.401
1749407,85.1.111.104,192.203.230.10,3,192.168.2.1,192.168.2.1,45.076
1749407,85.1.111.104,192.203.230.10,4,192.168.2.1,192.168.2.1,25.003
1749407,85.1.111.104,192.203.230.10,5,192.168.2.1,10.117.27.230,26.736
1749407,85.1.111.104,192.203.230.10,6,10.117.27.230,10.160.99.7,55.582
1749407,85.1.111.104,192.203.230.10,7,10.160.99.7,192.203.230.10,18.974
638339,153.101.189.144,8.8.8.8,1,153.101.189.144,49.231.119.167,41.165
638339,153.101.189.144,8.8.8.8,2,49.231.119.167,194.149.162.250,10.443
638339,153.101.189.144,8.8.8.8,3,194.149.162.250,49.231.119.167,9.149
638339,153.101.189.144,8.8.8.8,4,49.231.119.167,*,
638339,153.101.189.144,8.8.8.8,5,194.149.162.248,10.181.224.1,37.222
638339,153.101.189.144,8.8.8.8,6,10.181.224.1,62.115.112.84,43.058
638339,153.101.189.144,8.8.8.8,7,62.115.112.84,62.115.43.72,55.575
638339,153.101.189.144,8.8.8.8,8,62.115.43.72,49.231.119.167,32.098
638339,153.101.189.144,8.8.8.8,9,49.231.119.167,192.168.3.1,33.396
638339,153.101.189.144,8.8.8.8,10,192.168.3.1,194.149.162.248,42.439
638339,153.101.189.144,8.8.8.8,11,194.149.162.248,49.228.5.78,51.326
638339,153.101.189.144,8.8.8.8,12,49.228.5.78,192.168.2.1,60.885
638339,153.101.189.144,8.8.8.8,13,192.168.2.1,192.168.1.1,40.997
638339,153.101.189.144,8.8.8.8,14,192.168.1.1,49.228.5.78,64.102
638339,153.101.189.144,8.8.8.8,15,49.228.5.78,8.8.8.8,53.441
797760,26.123.21.215,1.1.1.1,1,26.123.21.215,192.168.2.1,34.825
797760,26.123.21.215,1.1.1.1,2,192.168.2.1,10.100.99.1,15.157
797760,26.123.21.215,1.1.1.1,3,10.100.99.1,212.27.35.12,32.283
797760,26.123.21.215,1.1.1.1,4,212.27.35.12,212.27.35.12,47.146
797760,26.123.21.215,1.1.1.1,5,212.27.35.12,212.27.35.12,13.272
797760,26.123.21.215,1.1.1.1,6,212.27.35.12,194.149.162.250,9.439
797760,26.123.21.215,1.1.1.1,7,194.149.162.250,192.168.1.1,37.58
797760,26.123.21.215,1.1.1.1,8,192.168.1.1,192.168.1.1,45.759
797760,26.123.21.215,1.1.1.1,9,192.168.1.1,10.100.99.1,61.642
797760,26.123.21.215,1.1.1.1,10,10.100.99.1,10.218.190.15,44.898
797760,26.123.21.215,1.1.1.1,11,10.218.190.15,10.94.30.111,49.531
797760,26.123.21.215,1.1.1.1,12,10.94.30.111,192.168.3.1,58.958
797760,26.123.21.215,1.1.1.1,13,192.168.3.1,1.1.1.1,66.666
1360838,76.74.189.166,142.250.191.46,1,76.74.189.166,10.143.181.9,11.361
1360838,76.74.189.166,142.250.191.46,2,10.143.181.9,10.20.56.178,9.54
1360838,76.74.189.166,142.250.191.46,3,10.20.56.178,212.27.35.12,32.304
1360838,76.74.189.166,142.250.191.46,4,212.27.35.12,*,
1360838,76.74.189.166,142.250.191.46,5,62.115.112.84,192.168.3.1,22.014
1360838,76.74.189.166,142.250.191.46,6,192.168.3.1,49.228.5.78,50.645
1360838,76.74.189.166,142.250.191.46,7,49.228.5.78,142.250.191.46,62.565
859283,175.233.145.171,142.250.191.46,1,175.233.145.171,10.45.79.90,43.16
859283,175.233.145.171,142.250.191.46,2,10.45.79.90,10.186.107.110,11.664
859283,175.233.145.171,142.250.191.46,3,10.186.107.110,62.115.43.72,34.573
859283,175.233.145.171,142.250.191.46,4,62.115.43.72,49.228.5.78,41.012
859283,175.233.145.171,142.250.191.46,5,49.228.5.78,193.90.113.18,16.242
859283,175.233.145.171,142.250.191.46,6,193.90.113.18,193.75.2.49,34.052
859283,175.233.145.171,142.250.191.46,7,193.75.2.49,192.168.1.1,41.23
859283,175.233.145.171,142.250.191.46,8,192.168.1.1,142.250.191.46,24.445
1970971,214.225.87.254,192.203.230.10,1,214.225.87.254,*,
1970971,214.225.87.254,192.203.230.10,2,49.228.5.78,10.140.11.55,8.369
1970971,214.225.87.254,192.203.230.10,3,10.140.11.55,*,
1970971,214.225.87.254,192.203.230.10,4,192.168.2.1,192.203.230.10,77.843
921791,109.2.115.243,142.250.191.46,1,109.2.115.243,194.149.162.248,4.637
921791,109.2.115.243,142.250.191.46,2,194.149.162.248,*,
921791,109.2.115.243,142.250.191.46,3,62.115.43.72,142.250.191.46,142.401
1557641,20.133.164.126,192.203.230.10,1,20.133.164.126,10.94.225.5,35.911
1557641,20.133.164.126,192.203.230.10,2,10.94.225.5,10.107.250.100,40.271
1557641,20.133.164.126,192.203.230.10,3,10.107.250.100,10.213.214.204,12.519
1557641,20.133.164.126,192.203.230.10,4,10.213.214.204,192.168.3.1,42.579
1557641,20.133.164.126,192.203.230.10,5,192.168.3.1,194.149.162.248,20.265
1557641,20.133.164.126,192.203.230.10,6,194.149.162.248,192.168.1.1,39.081
1557641,20.133.164.126,192.203.230.10,7,192.168.1.1,10.181.224.1,13.975
1557641,20.133.164.126,192.203.230.10,8,10.181.224.1,62.115.112.84,52.88
1557641,20.133.164.126,192.203.230.10,9,62.115.112.84,62.115.112.84,49.891
1557641,20.133.164.126,192.203.230.10,10,62.115.112.84,192.203.230.10,65.796
468162,42.153.75.112,142.250.191.46,1,42.153.75.112,195.0.240.164,47.27
468162,42.153.75.112,142.250.191.46,2,195.0.240.164,49.228.5.64,40.442
468162,42.153.75.112,142.250.191.46,3,49.228.5.64,192.168.3.1,26.69
468162,42.153.75.112,142.250.191.46,4,192.168.3.1,194.149.162.250,19.886
468162,42.153.75.112,142.250.191.46,5,194.149.162.250,193.75.2.49,17.411
468162,42.153.75.112,142.250.191.46,6,193.75.2.49,62.115.112.84,44.971
468162,42.153.75.112,142.250.191.46,7,62.115.112.84,62.115.112.84,20.385
468162,42.153.75.112,142.250.191.46,8,62.115.112.84,192.168.1.1,27.652
468162,42.153.75.112,142.250.191.46,9,192.168.1.1,193.75.2.49,57.772
468162,42.153.75.112,142.250.191.46,10,193.75.2.49,212.27.35.12,21.621
468162,42.153.75.112,142.250.191.46,11,212.27.35.12,49.231.119.167,31.626
468162,42.153.75.112,142.250.191.46,12,49.231.119.167,142.250.191.46,124.037
1269813,57.79.130.44,192.203.230.10,1,57.79.130.44,10.102.143.190,40.094
1269813,57.79.130.44,192.203.230.10,2,10.102.143.190,62.115.43.72,49.398
1269813,57.79.130.44,192.203.230.10,3,62.115.43.72,10.93.248.142,6.274
1269813,57.79.130.44,192.203.230.10,4,10.93.248.142,49.228.5.78,29.029
1269813,57.79.130.44,192.203.230.10,5,49.228.5.78,192.203.230.10,48.012
1477365,187.17.90.97,20.157.222.42,1,187.17.90.97,10.191.54.25,11.878
1477365,187.17.90.97,20.157.222.42,2,10.191.54.25,192.168.3.1,21.297
1477365,187.17.90.97,20.157.222.42,3,192.168.3.1,194.149.162.250,54.378
1477365,187.17.90.97,20.157.222.42,4,194.149.162.250,*,
1477365,187.17.90.97,20.157.222.42,5,194.149.162.248,20.157.222.42,36.4
1510601,138.97.28.162,1.1.1.1,1,138.97.28.162,192.168.2.1,6.658
1510601,138.97.28.162,1.1.1.1,2,192.168.2.1,10.83.71.164,25.137
1510601,138.97.28.162,1.1.1.1,3,10.83.71.164,49.228.5.64,8.001
1510601,138.97.28.162,1.1.1.1,4,49.228.5.64,192.168.3.1,8.392
1510601,138.97.28.162,1.1.1.1,5,192.168.3.1,10.170.82.183,52.828
1510601,138.97.28.162,1.1.1.1,6,10.170.82.183,10.103.200.213,18.279
1510601,138.97.28.162,1.1.1.1,7,10.103.200.213,1.1.1.1,132.219
1401501,202.38.119.27,142.250.191.46,1,202.38.119.27,49.228.5.64,18.55
1401501,202.38.119.27,142.250.191.46,2,49.228.5.64,10.181.224.1,8.523
1401501,202.38.119.27,142.250.191.46,3,10.181.224.1,49.228.5.78,8.779
1401501,202.38.119.27,142.250.191.46,4,49.228.5.78,10.97.135.38,34.136
1401501,202.38.119.27,142.250.191.46,5,10.97.135.38,62.115.43.72,23.203
1401501,202.38.119.27,142.250.191.46,6,62.115.43.72,194.149.162.250,11.97
1401501,202.38.119.27,142.250.191.46,7,194.149.162.250,62.115.112.84,47.033
1401501,202.38.119.27,142.250.191.46,8,62.115.112.84,*,
1401501,202.38.119.27,142.250.191.46,9,194.149.162.250,49.228.5.78,43.951
1401501,202.38.119.27,142.250.191.46,10,49.228.5.78,10.200.13.251,59.988
1401501,202.38.119.27,142.250.191.46,11,10.200.13.251,10.55.151.228,53.023
1401501,202.38.119.27,142.250.191.46,12,10.55.151.228,192.168.3.1,40.515
1401501,202.38.119.27,142.250.191.46,13,192.168.3.1,62.115.43.72,52.033
1401501,202.38.119.27,142.250.191.46,14,62.115.43.72,*,
1401501,202.38.119.27,142.250.191.46,15,194.149.162.248,142.250.191.46,108.748
1011448,86.146.236.194,8.8.8.8,1,86.146.236.194,192.168.2.1,17.033
1011448,86.146.236.194,8.8.8.8,2,192.168.2.1,*,
1011448,86.146.236.194,8.8.8.8,3,192.168.2.1,195.0.240.164,39.87
1011448,86.146.236.194,8.8.8.8,4,195.0.240.164,62.115.112.84,50.505
1011448,86.146.236.194,8.8.8.8,5,62.115.112.84,62.115.43.72,29.424
1011448,86.146.236.194,8.8.8.8,6,62.115.43.72,10.207.205.117,16.376
1011448,86.146.236.194,8.8.8.8,7,10.207.205.117,192.168.1.1,42.935
1011448,86.146.236.194,8.8.8.8,8,192.168.1.1,*,
1011448,86.146.236.194,8.8.8.8,9,192.168.1.1,62.115.43.72,22.136
1011448,86.146.236.194,8.8.8.8,10,62.115.43.72,10.100.99.1,38.668
1011448,86.146.236.194,8.8.8.8,11,10.100.99.1,193.90.113.16,56.372
1011448,86.146.236.194,8.8.8.8,12,193.90.113.16,8.8.8.8,143.633
1274065,200.39.117.187,142.250.191.46,1,200.39.117.187,10.84.215.64,5.344
1274065,200.39.117.187,142.250.191.46,2,10.84.215.64,194.149.162.250,50.651
1274065,200.39.117.187,142.250.191.46,3,194.149.162.250,192.168.3.1,23.149
1274065,200.39.117.187,142.250.191.46,4,192.168.3.1,194.149.162.250,38.605
1274065,200.39.117.187,142.250.191.46,5,194.149.162.250,10.169.241.144,9.281
1274065,200.39.117.187,142.250.191.46,6,10.169.241.144,192.168.2.1,11.094
1274065,200.39.117.187,142.250.191.46,7,192.168.2.1,10.157.130.61,19.379
1274065,200.39.117.187,142.250.191.46,8,10.157.130.61,192.168.3.1,40.258
1274065,200.39.117.187,142.250.191.46,9,192.168.3.1,142.250.191.46,131.884
556745,174.188.80.169,8.8.8.8,1,174.188.80.169,194.149.162.250,27.308
556745,174.188.80.169,8.8.8.8,2,194.149.162.250,*,
556745,174.188.80.169,8.8.8.8,3,193.90.113.16,62.115.112.84,49.595
556745,174.188.80.169,8.8.8.8,4,62.115.112.84,8.8.8.8,78.408
1029047,194.193.130.96,142.250.191.46,1,194.193.130.96,10.111.251.149,43.576
1029047,194.193.130.96,142.250.191.46,2,10.111.251.149,10.183.1.203,19.553
1029047,194.193.130.96,142.250.191.46,3,10.183.1.203,*,
1029047,194.193.130.96,142.250.191.46,4,10.100.99.1,*,
1029047,194.193.130.96,142.250.191.46,5,10.181.224.1,193.90.113.16,56.807
1029047,194.193.130.96,142.250.191.46,6,193.90.113.16,193.90.113.16,48.547
1029047,194.193.130.96,142.250.191.46,7,193.90.113.16,142.250.191.46,85.489
869883,177.219.164.197,192.203.230.10,1,177.219.164.197,193.75.2.49,35.103
869883,177.219.164.197,192.203.230.10,2,193.75.2.49,10.100.99.1,29.962
869883,177.219.164.197,192.203.230.10,3,10.100.99.1,212.27.35.12,38.344
869883,177.219.164.197,192.203.230.10,4,212.27.35.12,192.168.2.1,52.687
869883,177.219.164.197,192.203.230.10,5,192.168.2.1,*,
869883,177.219.164.197,192.203.230.10,6,10.100.99.1,192.203.230.10,57.927
1355853,127.166.95.135,192.203.230.10,1,127.166.95.135,193.90.113.16,9.993
1355853,127.166.95.135,192.203.230.10,2,193.90.113.16,10.100.99.1,40.977
1355853,127.166.95.135,192.203.230.10,3,10.100.99.1,192.203.230.10,77.6
955699,123.11.74.13,8.8.8.8,1,123.11.74.13,194.149.162.248,34.575
955699,123.11.74.13,8.8.8.8,2,194.149.162.248,10.13.67.115,49.441
955699,123.11.74.13,8.8.8.8,3,10.13.67.115,10.181.224.1,30.242
955699,123.11.74.13,8.8.8.8,4,10.181.224.1,10.211.80.156,50.889
955699,123.11.74.13,8.8.8.8,5,10.211.80.156,10.74.82.121,50.53
955699,123.11.74.13,8.8.8.8,6,10.74.82.121,212.27.35.12,54.473
955699,123.11.74.13,8.8.8.8,7,212.27.35.12,62.115.112.84,37.349
955699,123.11.74.13,8.8.8.8,8,62.115.112.84,62.115.43.72,52.839
955699,123.11.74.13,8.8.8.8,9,62.115.43.72,*,
955699,123.11.74.13,8.8.8.8,10,192.168.3.1,62.115.112.84,16.255
955699,123.11.74.13,8.8.8.8,11,62.115.112.84,195.0.240.164,33.263
955699,123.11.74.13,8.8.8.8,12,195.0.240.164,49.228.5.78,30.767
955699,123.11.74.13,8.8.8.8,13,49.228.5.78,49.228.5.78,54.759
955699,123.11.74.13,8.8.8.8,14,49.228.5.78,10.26.215.12,38.951
955699,123.11.74.13,8.8.8.8,15,10.26.215.12,8.8.8.8,139.852
670721,187.9.186.99,20.157.222.42,1,187.9.186.99,10.61.80.172,21.041
670721,187.9.186.99,20.157.222.42,2,10.61.80.172,194.149.162.250,49.172
670721,187.9.186.99,20.157.222.42,3,194.149.162.250,193.90.113.18,25.846
670721,187.9.186.99,20.157.222.42,4,193.90.113.18,20.157.222.42,114.276
697442,220.104.24.86,192.203.230.10,1,220.104.24.86,10.187.222.191,15.616
697442,220.104.24.86,192.203.230.10,2,10.187.222.191,194.149.162.250,16.249
697442,220.104.24.86,192.203.230.10,3,194.149.162.250,10.128.32.122,44.242
697442,220.104.24.86,192.203.230.10,4,10.128.32.122,10.100.99.1,7.273
697442,220.104.24.86,192.203.230.10,5,10.100.99.1,*,
697442,220.104.24.86,192.203.230.10,6,192.168.2.1,193.75.2.49,17.405
697442,220.104.24.86,192.203.230.10,7,193.75.2.49,10.181.224.1,15.316
697442,220.104.24.86,192.203.230.10,8,10.181.224.1,10.233.28.71,17.307
697442,220.104.24.86,192.203.230.10,9,10.233.28.71,192.203.230.10,110.346
1367056,137.170.156.17,8.8.8.8,1,137.170.156.17,49.228.5.78,47.63
1367056,137.170.156.17,8.8.8.8,2,49.228.5.78,194.149.162.248,38.097
1367056,137.170.156.17,8.8.8.8,3,194.149.162.248,49.231.119.167,43.334
1367056,137.170.156.17,8.8.8.8,4,49.231.119.167,10.100.99.1,32.745
1367056,137.170.156.17,8.8.8.8,5,10.100.99.1,62.115.112.84,8.55
1367056,137.170.156.17,8.8.8.8,6,62.115.112.84,10.99.140.85,53.487
1367056,137.170.156.17,8.8.8.8,7,10.99.140.85,8.8.8.8,65.062
648165,153.214.53.67,8.8.8.8,1,153.214.53.67,194.149.162.250,40.595
648165,153.214.53.67,8.8.8.8,2,194.149.162.250,62.115.43.72,16.538
648165,153.214.53.67,8.8.8.8,3,62.115.43.72,193.90.113.18,5.216
648165,153.214.53.67,8.8.8.8,4,193.90.113.18,10.183.237.118,33.121
648165,153.214.53.67,8.8.8.8,5,10.183.237.118,10.100.99.1,27.45
648165,153.214.53.67,8.8.8.8,6,10.100.99.1,193.90.113.18,21.963
648165,153.214.53.67,8.8.8.8,7,193.90.113.18,62.115.112.84,33.623
648165,153.214.53.67,8.8.8.8,8,62.115.112.84,194.149.162.248,19.389
648165,153.214.53.67,8.8.8.8,9,194.149.162.248,62.115.112.84,56.248
648165,153.214.53.67,8.8.8.8,10,62.115.112.84,62.115.43.72,28.955
648165,153.214.53.67,8.8.8.8,11,62.115.43.72,62.115.43.72,29.973
648165,153.214.53.67,8.8.8.8,12,62.115.43.72,10.150.47.148,22.33
648165,153.214.53.67,8.8.8.8,13,10.150.47.148,62.115.112.84,26.023
648165,153.214.53.67,8.8.8.8,14,62.115.112.84,195.0.240.164,54.497
648165,153.214.53.67,8.8.8.8,15,195.0.240.164,8.8.8.8,25.229
1470551,6.48.135.134,142.250.191.46,1,6.48.135.134,*,
1470551,6.48.135.134,142.250.191.46,2,212.27.35.12,192.168.2.1,21.948
1470551,6.48.135.134,142.250.191.46,3,192.168.2.1,10.100.99.1,30.552
1470551,6.48.135.134,142.250.191.46,4,10.100.99.1,10.6.126.176,41.705
1470551,6.48.135.134,142.250.191.46,5,10.6.126.176,*,
1470551,6.48.135.134,142.250.191.46,6,193.90.113.16,142.250.191.46,27.14
211538,11.154.70.42,1.1.1.1,1,11.154.70.42,*,
211538,11.154.70.42,1.1.1.1,2,192.168.3.1,194.149.162.248,5.624
211538,11.154.70.42,1.1.1.1,3,194.149.162.248,194.149.162.250,11.987
211538,11.154.70.42,1.1.1.1,4,194.149.162.250,192.168.2.1,39.756
211538,11.154.70.42,1.1.1.1,5,192.168.2.1,10.196.205.240,47.337
211538,11.154.70.42,1.1.1.1,6,10.196.205.240,193.75.2.49,17.527
211538,11.154.70.42,1.1.1.1,7,193.75.2.49,10.149.124.94,26.851
211538,11.154.70.42,1.1.1.1,8,10.149.124.94,10.177.25.60,13.589
211538,11.154.70.42,1.1.1.1,9,10.177.25.60,1.1.1.1,130.217
1721831,214.111.69.24,8.8.8.8,1,214.111.69.24,192.168.2.1,43.015
1721831,214.111.69.24,8.8.8.8,2,192.168.2.1,10.38.26.134,46.612
1721831,214.111.69.24,8.8.8.8,3,10.38.26.134,8.8.8.8,28.426
153459,139.19.0.221,8.8.8.8,1,139.19.0.221,10.100.99.1,14.862
153459,139.19.0.221,8.8.8.8,2,10.100.99.1,195.0.240.164,39.802
153459,139.19.0.221,8.8.8.8,3,195.0.240.164,49.231.119.167,40.846
153459,139.19.0.221,8.8.8.8,4,49.231.119.167,193.75.2.49,24.539
153459,139.19.0.221,8.8.8.8,5,193.75.2.49,49.228.5.64,13.288
153459,139.19.0.221,8.8.8.8,6,49.228.5.64,10.101.41.153,49.978
153459,139.19.0.221,8.8.8.8,7,10.101.41.153,62.115.112.84,52.196
153459,139.19.0.221,8.8.8.8,8,62.115.112.84,49.231.119.167,12.171
153459,139.19.0.221,8.8.8.8,9,49.231.119.167,*,
153459,139.19.0.221,8.8.8.8,10,192.168.1.1,*,
153459,139.19.0.221,8.8.8.8,11,192.168.2.1,10.155.83.141,47.334
153459,139.19.0.221,8.8.8.8,12,10.155.83.141,62.115.112.84,34.554
153459,139.19.0.221,8.8.8.8,13,62.115.112.84,49.228.5.78,69.186
153459,139.19.0.221,8.8.8.8,14,49.228.5.78,8.8.8.8,129.914
151219,1.122.215.93,142.250.191.46,1,1.122.215.93,195.0.240.164,45.187
151219,1.122.215.93,142.250.191.46,2,195.0.240.164,194.149.162.248,29.017
151219,1.122.215.93,142.250.191.46,3,194.149.162.248,10.82.19.179,21.785
151219,1.122.215.93,142.250.191.46,4,10.82.19.179,212.27.35.12,51.904
151219,1.122.215.93,142.250.191.46,5,212.27.35.12,10.95.214.51,35.694
151219,1.122.215.93,142.250.191.46,6,10.95.214.51,49.231.119.167,51.7
151219,1.122.215.93,142.250.191.46,7,49.231.119.167,10.4.122.135,27.166
151219,1.122.215.93,142.250.191.46,8,10.4.122.135,62.115.112.84,49.26
151219,1.122.215.93,142.250.191.46,9,62.115.112.84,195.0.240.164,18.224
151219,1.122.215.93,142.250.191.46,10,195.0.240.164,194.149.162.248,30.769
151219,1.122.215.93,142.250.191.46,11,194.149.162.248,10.32.230.140,28.263
151219,1.122.215.93,142.250.191.46,12,10.32.230.140,142.250.191.46,20.948
1218149,50.244.80.30,20.157.222.42,1,50.244.80.30,49.228.5.78,23.059
1218149,50.244.80.30,20.157.222.42,2,49.228.5.78,195.0.240.164,16.052
1218149,50.244.80.30,20.157.222.42,3,195.0.240.164,194.149.162.248,20.61
1218149,50.244.80.30,20.157.222.42,4,194.149.162.248,194.149.162.248,22.563
1218149,50.244.80.30,20.157.222.42,5,194.149.162.248,194.149.162.248,18.964
1218149,50.244.80.30,20.157.222.42,6,194.149.162.248,10.189.46.31,46.143
1218149,50.244.80.30,20.157.222.42,7,10.189.46.31,194.149.162.250,24.97
1218149,50.244.80.30,20.157.222.42,8,194.149.162.250,194.149.162.250,40.877
1218149,50.244.80.30,20.157.222.42,9,194.149.162.250,10.187.37.174,52.695
1218149,50.244.80.30,20.157.222.42,10,10.187.37.174,195.0.240.164,59.433
1218149,50.244.80.30,20.157.222.42,11,195.0.240.164,193.75.2.49,37.196
1218149,50.244.80.30,20.157.222.42,12,193.75.2.49,62.115.112.84,27.091
1218149,50.244.80.30,20.157.222.42,13,62.115.112.84,195.0.240.164,49.623
1218149,50.244.80.30,20.157.222.42,14,195.0.240.164,20.157.222.42,132.952
1864187,99.67.115.221,192.203.230.10,1,99.67.115.221,193.90.113.16,16.176
1864187,99.67.115.221,192.203.230.10,2,193.90.113.16,192.168.1.1,26.812
1864187,99.67.115.221,192.203.230.10,3,192.168.1.1,192.168.3.1,7.873
1864187,99.67.115.221,192.203.230.10,4,192.168.3.1,49.228.5.78,17.847
1864187,99.67.115.221,192.203.230.10,5,49.228.5.78,192.203.230.10,147.295
565920,5.130.20.156,8.8.8.8,1,5.130.20.156,193.90.113.18,38.731
565920,5.130.20.156,8.8.8.8,2,193.90.113.18,10.215.239.215,31.481
565920,5.130.20.156,8.8.8.8,3,10.215.239.215,8.8.8.8,144.813
1294792,47.47.8.10,142.250.191.46,1,47.47.8.10,62.115.43.72,11.698
1294792,47.47.8.10,142.250.191.46,2,62.115.43.72,194.149.162.250,47.992
1294792,47.47.8.10,142.250.191.46,3,194.149.162.250,*,
1294792,47.47.8.10,142.250.191.46,4,49.228.5.64,62.115.112.84,54.407
1294792,47.47.8.10,142.250.191.46,5,62.115.112.84,192.168.3.1,8.119
1294792,47.47.8.10,142.250.191.46,6,192.168.3.1,10.181.224.1,39.343
1294792,47.47.8.10,142.250.191.46,7,10.181.224.1,*,
1294792,47.47.8.10,142.250.191.46,8,10.181.224.1,10.136.198.176,32.297
1294792,47.47.8.10,142.250.191.46,9,10.136.198.176,10.128.189.222,32.242
1294792,47.47.8.10,142.250.191.46,10,10.128.189.222,194.149.162.250,17.177
1294792,47.47.8.10,142.250.191.46,11,194.149.162.250,62.115.112.84,21.158
1294792,47.47.8.10,142.250.191.46,12,62.115.112.84,10.100.99.1,24.962
1294792,47.47.8.10,142.250.191.46,13,10.100.99.1,10.172.39.146,41.771
1294792,47.47.8.10,142.250.191.46,14,10.172.39.146,142.250.191.46,128.402
624177,9.99.172.97,142.250.191.46,1,9.99.172.97,*,
624177,9.99.172.97,142.250.191.46,2,212.27.35.12,10.30.135.68,33.948
624177,9.99.172.97,142.250.191.46,3,10.30.135.68,142.250.191.46,84.953
928857,135.20.180.17,20.157.222.42,1,135.20.180.17,10.50.62.112,28.339
928857,135.20.180.17,20.157.222.42,2,10.50.62.112,193.90.113.16,36.72
928857,135.20.180.17,20.157.222.42,3,193.90.113.16,212.27.35.12,7.104
928857,135.20.180.17,20.157.222.42,4,212.27.35.12,10.235.48.253,26.952
928857,135.20.180.17,20.157.222.42,5,10.235.48.253,10.197.135.78,42.339
928857,135.20.180.17,20.157.222.42,6,10.197.135.78,212.27.35.12,29.52
